item,label,subject,matched_term
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500394172,"scena mitologica con Venere, Marte e Dioniso (stampa controfondata) by Biondi Carlo (sec. XIX)","scena mitologica con Venere, Marte e Dioniso","['Venere', 'Marte', 'Dioniso']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900159809,Venere riceve le armi di Marte da Eros (rilievo) by Santarelli Giovanni Antonio (primo quarto sec. XIX),Venere riceve le armi di Marte da Eros,"['Venere', 'Marte', 'Eros']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900649827,Venere e Marte sorpresi dagli altri dei dell'Olimpo (matrice) di Paoletti Bartolomeo (sec. XVIII),Venere e Marte sorpresi dagli altri dei dell'Olimpo,"['Venere', 'Marte', 'Olimpo']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0301933822,"Venere e Mercurio entro una grotta (calco, opera isolata) - ambito italiano (prima metà sec. XIX)",Venere e Mercurio entro una grotta,"['Venere', 'Mercurio']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1600136874-4,Venere e Mercurio (dipinto) - ambito Italia meridionale (secc. XVIII/ XIX),Venere e Mercurio,"['Venere', 'Mercurio']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300622500,"Venere e Mercurio / Galatea / baccante (stampa tagliata) di Fragonard Jean Honoré, De Saint-Non Richard Jean Claude, Sanzio Raffaello, Albani Francesco, Carracci Annibale (sec. XVIII)",Venere e Mercurio / Galatea / baccante,"['Venere', 'Mercurio', 'Galatea']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1201033565,Venere invia Mercurio a cercare Psiche tra i mortali (dipinto) by Novelli Pietro Antonio (sec. XVIII),Venere invia Mercurio a cercare Psiche tra i mortali,"['Venere', 'Mercurio', 'Psiche']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0901400208-7,"Smaila, Venere+Nettuno (installazione ambientale) by Aeppli Eva (XX)",Venere+Nettuno,"['Venere', 'Nettuno']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100217255-15,"Venere e Psiche (stampa tagliata, serie) by Coxie Michele, Daddi Bernardo detto il Maestro del Dado (prima metà sec. XVI)",Venere e Psiche,"['Venere', 'Psiche']"
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500212609-18,"Venere ordina a Psiche di selezionare i diversi semi (stampa smarginata) by Maestro della B nel Dado, Coxie Michiel I (sec. XVI)",Venere ordina a Psiche di selezionare i diversi semi,"['Venere', 'Psiche']"
